0.293622	0.104027	0.093624	0.104027	0.095110	0.106008	0.096596	0.106999	
0.243622	0.154025	0.093624	0.104027	0.095110	0.106008	0.096596	0.106999	
0.193622	0.204025	0.093624	0.104027	0.095110	0.106008	0.096596	0.106999	
0.143622	0.254025	0.093624	0.104027	0.095110	0.106008	0.096596	0.106999	
0.093624	0.304025	0.093624	0.104027	0.095110	0.106008	0.096596	0.106999	
0.243622	0.104027	0.143622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.193622	0.154025	0.143622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.143622	0.204025	0.143622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.093624	0.254025	0.143622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.193622	0.104027	0.193622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.143622	0.154025	0.193622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.093624	0.204025	0.193622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.143622	0.104027	0.243622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.093624	0.154025	0.243622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.093624	0.104027	0.293622	0.104027	0.095110	0.106008	0.096596	0.106999	
0.243622	0.104027	0.093624	0.154025	0.095110	0.106008	0.096596	0.106999	
0.193622	0.154025	0.093624	0.154025	0.095110	0.106008	0.096596	0.106999	
0.143622	0.204025	0.093624	0.154025	0.095110	0.106008	0.096596	0.106999	
0.093624	0.254025	0.093624	0.154025	0.095110	0.106008	0.096596	0.106999	
0.193622	0.104027	0.143622	0.154025	0.095110	0.106008	0.096596	0.106999	
0.143622	0.154025	0.143622	0.154025	0.095110	0.106008	0.096596	0.106999	
0.093624	0.204025	0.143622	0.154025	0.095110	0.106008	0.096596	0.106999	
0.143622	0.104027	0.193622	0.154025	0.095110	0.106008	0.096596	0.106999	
0.093624	0.154025	0.193622	0.154025	0.095110	0.106008	0.096596	0.106999	
0.093624	0.104027	0.243622	0.154025	0.095110	0.106008	0.096596	0.106999	
0.193622	0.104027	0.093624	0.204025	0.095110	0.106008	0.096596	0.106999	
0.143622	0.154025	0.093624	0.204025	0.095110	0.106008	0.096596	0.106999	
0.093624	0.204025	0.093624	0.204025	0.095110	0.106008	0.096596	0.106999	
0.143622	0.104027	0.143622	0.204025	0.095110	0.106008	0.096596	0.106999	
0.093624	0.154025	0.143622	0.204025	0.095110	0.106008	0.096596	0.106999	
0.093624	0.104027	0.193622	0.204025	0.095110	0.106008	0.096596	0.106999	
