0.293811	0.104237	0.093813	0.104237	0.094855	0.105800	0.095898	0.107364	
0.243811	0.154235	0.093813	0.104237	0.094855	0.105800	0.095898	0.107364	
0.193811	0.204235	0.093813	0.104237	0.094855	0.105800	0.095898	0.107364	
0.143811	0.254235	0.093813	0.104237	0.094855	0.105800	0.095898	0.107364	
0.093813	0.304235	0.093813	0.104237	0.094855	0.105800	0.095898	0.107364	
0.243811	0.104237	0.143811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.193811	0.154235	0.143811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.143811	0.204235	0.143811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.093813	0.254235	0.143811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.193811	0.104237	0.193811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.143811	0.154235	0.193811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.093813	0.204235	0.193811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.143811	0.104237	0.243811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.093813	0.154235	0.243811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.093813	0.104237	0.293811	0.104237	0.094855	0.105800	0.095898	0.107364	
0.243811	0.104237	0.093813	0.154235	0.094855	0.105800	0.095898	0.107364	
0.193811	0.154235	0.093813	0.154235	0.094855	0.105800	0.095898	0.107364	
0.143811	0.204235	0.093813	0.154235	0.094855	0.105800	0.095898	0.107364	
0.093813	0.254235	0.093813	0.154235	0.094855	0.105800	0.095898	0.107364	
0.193811	0.104237	0.143811	0.154235	0.094855	0.105800	0.095898	0.107364	
0.143811	0.154235	0.143811	0.154235	0.094855	0.105800	0.095898	0.107364	
0.093813	0.204235	0.143811	0.154235	0.094855	0.105800	0.095898	0.107364	
0.143811	0.104237	0.193811	0.154235	0.094855	0.105800	0.095898	0.107364	
0.093813	0.154235	0.193811	0.154235	0.094855	0.105800	0.095898	0.107364	
0.093813	0.104237	0.243811	0.154235	0.094855	0.105800	0.095898	0.107364	
0.193811	0.104237	0.093813	0.204235	0.094855	0.105800	0.095898	0.107364	
0.143811	0.154235	0.093813	0.204235	0.094855	0.105800	0.095898	0.107364	
0.093813	0.204235	0.093813	0.204235	0.094855	0.105800	0.095898	0.107364	
